0;-0.15428;0.71213;0.59012;-0.28265;0.84262;5930;
1;-0.02336;0.64774;0.73677;-0.25113;0.85445;4777;
2;-0.16907;0.55365;0.73668;-0.30853;0.44738;1612;
3;-0.19744;0.50857;0.76017;-0.39133;0.84455;3115;
4;0.24069;0.33268;0.52181;-0.37070;0.40088;2660;
5;0.13940;0.53339;0.95852;-0.25557;0.75540;2707;
6;-0.15203;0.50282;0.61938;-0.25834;0.92451;1692;
7;-0.12837;0.57514;0.80173;-0.38725;0.78821;1717;
8;-0.06643;0.50859;0.63323;-0.24971;0.80946;2382;
9;-0.06643;0.50859;0.54323;-0.14971;0.80946;5017;
10;-0.06767;0.69904;0.61993;-0.27624;0.76503;2930;
11;-0.04997;0.83082;0.70697;-0.25754;0.85204;4050;
12;-0.10990;0.52085;0.79176;-0.25551;0.99488;2270;
13;-0.27739;0.45320;0.73689;-0.30548;0.66764;1497;
14;0.19087;0.23144;0.48019;-0.12808;0.42083;1502;
15;-0.09981;0.63490;0.55436;-0.21794;0.77407;542;
16;-0.13188;0.70111;0.61521;-0.27726;0.71465;735;
17;-0.04576;0.65875;0.57168;-0.25652;0.85243;3162;
18;-0.19531;0.50444;0.75840;-0.38511;0.83124;1172;
19;-0.17120;0.45778;0.73844;-0.31475;0.68069;1375;
20;0.07696;0.32773;0.53545;-0.15578;0.37732;2770;
21;-0.11915;0.54663;0.86976;-0.24251;0.66799;3375;
22;0.01747;0.71127;0.59209;-0.22223;0.84278;2392;
23;-0.02511;0.64860;0.73481;-0.25155;0.64429;4900;
24;-0.15378;0.70716;0.59017;-0.28294;0.84238;4040;
25;-0.03434;0.40519;0.88773;-0.21553;0.83835;1752;
