0;-0.12249;0.71321;0.62823;-0.20566;0.72931;4405;
1;-0.09846;0.56571;0.82199;-0.24404;0.69625;1807;
2;-0.15004;0.80478;0.64348;-0.51973;0.81126;1852;
3;-0.13593;0.57270;0.60113;-0.26890;0.72272;1597;
4;0.06317;0.63404;0.87235;-0.40590;0.79100;3407;
5;-0.18197;0.70449;0.61542;-0.43252;0.83710;5965;
6;-0.11054;0.75242;0.60225;-0.27212;0.84657;1920;
7;-0.06710;0.67744;0.54464;-0.26166;0.85050;6490;
8;-0.00472;0.39369;0.57972;-0.25177;0.84147;2507;
9;-0.05504;0.64160;0.63140;-0.25432;0.82523;3605;
10;-0.15382;0.57741;0.87666;-0.24617;0.76108;4022;
11;-0.08002;0.68572;0.67941;-0.21392;0.77653;2037;
12;-0.11300;0.34076;0.86843;-0.36827;0.86678;1682;
13;0.07877;0.70489;0.81457;-0.41064;0.78945;1700;
14;0.00246;0.17763;0.59619;-0.21959;0.60412;860;
15;-0.15348;0.86636;0.59018;-0.28280;0.84189;3437;
16;-0.14354;0.66889;0.61020;-0.27828;0.85013;2905;
17;-0.08887;0.54725;0.66500;-0.26277;0.88269;1135;
18;-0.12153;0.43503;0.92827;-0.32291;0.73010;1537;
19;-0.09955;0.50316;0.68361;-0.26257;0.88119;1662;
20;-0.12413;0.71043;0.59860;-0.12224;1.00000;2112;
21;-0.15176;0.71059;0.59562;-0.28249;0.84029;1865;
22;-0.28775;0.71097;0.78766;-0.35982;0.68697;1872;
23;-0.13600;0.69672;0.63349;-0.20945;0.72638;4982;
24;-0.14433;0.71930;0.61747;-0.29785;0.81694;6367;
25;-0.06925;0.79485;0.52212;-0.40508;0.64971;16085;
