0;-0.15115;0.80128;0.64250;-0.63669;0.77217;1647;
1;-0.18086;0.70799;0.61640;-0.43557;0.83620;1057;
2;0.14348;0.78438;0.55526;-0.32943;0.65436;5320;
3;-0.26048;0.72144;0.67452;-0.36547;0.68232;3072;
4;-0.08490;0.59727;0.49614;-0.29152;0.83562;7272;
5;-0.07321;0.74483;0.78099;-0.37633;0.69677;7357;
6;-0.05525;0.64221;0.62992;-0.40445;0.82566;1802;
7;0.13311;0.87683;0.54611;-0.26154;0.85007;2867;
8;-0.05331;0.72550;0.56427;-0.40518;0.66671;4235;
9;0.04723;0.65339;0.83021;-0.40580;0.77400;1357;
10;0.11179;0.67775;0.54607;-0.26082;0.63850;2175;
11;-0.13489;0.79641;0.63206;-0.39029;0.72838;1207;
12;-0.15073;0.81723;0.63271;-0.53184;0.79745;6082;
13;-0.15278;0.85391;0.60096;-0.33069;0.83570;2052;
14;-0.07462;0.75272;0.74725;-0.37548;0.65826;2855;
15;-0.09309;0.60783;0.76687;-0.27365;0.68769;1385;
16;-0.21940;0.83370;0.66661;-0.21553;0.72109;3645;
17;-0.10506;0.58873;0.78888;-0.23796;0.70154;1565;
18;-0.11843;0.40104;0.81837;-0.25626;0.87527;1495;
19;-0.51779;0.69565;0.56128;-0.34761;0.68795;4980;
20;-0.06710;0.67744;0.54464;-0.26166;0.85050;447;
21;-0.22710;0.67744;0.46464;-0.26166;0.85050;8202;
22;-0.18197;0.70449;0.61542;-0.43252;0.83710;4395;
23;-0.18197;0.90449;0.61542;-0.43252;0.83710;2132;
24;-0.09413;0.72394;0.70149;-0.25682;0.86524;3615;
25;-0.13074;0.92004;0.63701;-0.21540;0.74383;1297;
