0;0.24715;0.15332;0.34647;-0.10294;0.35244;2145;
1;-0.16332;0.58042;0.92137;-0.25590;0.71286;3537;
2;-0.17039;0.49024;0.92022;-0.29320;0.82991;2220;
3;-0.10900;0.52191;0.79262;-0.25472;1.00000;2310;
4;-0.16829;0.45214;0.73604;-0.30626;0.66252;2727;
5;-0.09305;0.48343;0.77247;-0.25900;0.77988;1817;
6;-0.12431;0.55495;0.83303;-0.40250;0.78027;1840;
7;-0.10538;0.53924;0.79199;-0.28258;1.00000;1722;
8;-0.24202;0.44934;0.78982;-0.30538;0.97827;2050;
9;-0.03202;0.39934;0.69982;-0.27538;0.83827;2812;
10;-0.16941;0.48875;0.47158;-0.29298;0.75831;1835;
11;-0.15609;0.71302;0.58809;-0.28309;0.84246;6767;
12;-0.20213;0.62128;0.82037;-0.29549;0.88588;2842;
13;0.20291;0.22043;0.41669;-0.09846;0.34628;2162;
14;-0.11883;0.55306;0.83182;-0.42769;0.76655;1750;
15;-0.10882;0.62245;0.99193;-0.32806;0.85188;2105;
16;-0.12987;0.57269;0.77261;-0.27523;0.83451;1862;
17;0.32830;0.03082;0.63956;-0.12876;0.45240;917;
18;0.40014;0.18207;0.48135;-0.10697;0.39063;2622;
19;-0.19822;0.51007;0.76081;-0.39360;0.84941;2185;
20;0.21113;0.29394;0.48384;-0.14239;0.33245;3045;
21;-0.04461;0.49620;0.73998;-0.23371;0.76536;2822;
22;-0.06643;0.50859;0.78323;-0.24971;0.80946;2315;
23;-0.02154;0.64684;0.73881;-0.25069;0.85461;2962;
24;-0.15104;0.57214;0.75649;-0.27388;0.82383;3130;
25;0.15947;0.28424;0.38868;-0.14248;0.45257;2935;
