0;-0.09600;0.65830;0.58495;-0.17777;0.77609;3982;
1;-0.11046;0.61267;0.66719;-0.29196;0.58777;10665;
2;-0.37106;0.67499;0.59978;-0.45444;0.66614;6265;
3;-0.16120;0.62329;0.66841;-0.31889;0.57089;897;
4;-0.07283;0.68944;0.72605;-0.33948;0.95130;1175;
5;-0.24298;0.62166;0.54372;-0.24046;0.83060;2220;
6;-0.21677;0.61259;0.50410;-0.40626;0.73138;3182;
7;-0.23176;0.78883;0.73856;-0.13806;0.97284;1910;
8;-0.38421;0.69456;0.75061;-0.33377;0.75900;2257;
9;-0.13957;0.69659;0.71243;-0.34702;0.91970;4025;
10;-0.08570;0.63110;0.44743;-0.10700;0.71019;1052;
11;-0.20443;0.61119;0.33218;-0.17286;0.72370;1432;
12;-0.10382;0.63888;0.44624;-0.14159;0.70994;1330;
13;-0.44341;0.67441;0.48289;-0.68555;0.72176;3995;
14;-0.39606;0.58112;0.49617;-0.47916;0.72225;4695;
15;-0.44547;0.69224;0.54807;-0.35030;0.71483;11925;
16;-0.10900;0.61715;0.52300;-0.27982;0.76352;4380;
17;-0.20049;0.61000;0.50302;0.02983;0.73814;1470;
18;-0.13900;0.62671;0.95231;-0.31728;0.53517;2387;
19;-0.07336;0.69200;0.76186;-0.30830;0.93355;4337;
20;-0.26727;0.60465;0.64912;-0.29317;0.65708;935;
21;-0.10469;0.61344;0.74987;-0.22995;0.80811;4140;
22;0.00226;0.63244;0.42443;-0.10259;0.70929;3732;
23;-0.21239;0.60986;0.49518;-0.17727;0.79461;6000;
24;-0.10076;0.61370;0.52190;-0.22714;0.81288;3200;
25;-0.21570;0.60863;0.49956;-0.18420;0.72959;1950;
