0;-0.23463;0.62461;0.57732;-0.06107;0.73694;4662;
1;-0.37918;0.67288;0.54987;-0.51410;0.71071;2342;
2;-0.49873;0.44955;0.54085;-0.48310;0.72616;2427;
3;-0.31065;0.49159;0.58085;-0.41425;0.68989;1952;
4;-0.21664;0.64831;0.54758;-0.34188;0.83139;1452;
5;-0.22606;0.73340;0.66357;-0.21928;0.91280;3887;
6;-0.16497;0.68495;0.70278;-0.45120;0.80488;2692;
7;-0.01808;0.63662;0.68647;-0.14838;0.70520;2805;
8;-0.26310;0.75264;0.67661;-0.25886;0.91750;2282;
9;-0.35973;0.69604;0.56061;-0.53871;0.82297;1897;
10;-0.19767;0.61482;0.55297;-0.37062;0.79326;1895;
11;-0.11174;0.64374;0.75358;-0.10505;0.78536;4910;
12;-0.48363;0.68447;0.56005;-0.38466;0.88761;3437;
13;-0.14432;0.66387;0.44865;-0.20889;0.64977;12962;
14;-0.04009;0.65174;0.50110;-0.12568;0.73152;2970;
15;-0.19903;0.75209;0.68063;-0.15761;0.76371;6590;
16;-0.19387;0.61412;0.51458;0.09069;0.74918;1152;
17;-0.07945;0.49533;0.87449;-0.32034;0.94025;1780;
18;-0.12128;0.65111;0.77193;-0.21130;0.77958;4942;
19;-0.38623;0.67746;0.55957;-0.46143;0.73123;1892;
20;-0.27846;0.65947;0.42170;-0.38076;0.70285;3080;
21;-0.12745;0.65050;0.59124;-0.22066;0.77040;2460;
22;-0.08631;0.74622;0.84416;-0.33340;0.93454;3032;
23;-0.29877;0.66241;0.58759;-0.40940;0.70039;2260;
24;-0.14136;0.65292;0.75084;-0.25522;0.78504;2755;
25;-0.34817;0.67261;0.57179;-0.56686;0.78986;2037;
