0;-0.38136;0.67782;0.31072;-0.28510;0.72446;1472;
1;-0.38136;0.67782;0.48072;-0.36510;0.72446;2867;
2;-0.06894;0.63391;0.27112;-0.28771;0.70829;1327;
3;-0.06894;0.63391;0.44112;-0.09771;0.70829;5252;
4;-0.08830;0.61876;0.52753;-0.29784;0.80605;1632;
5;-0.32494;0.79877;0.68337;-0.25000;0.40631;2437;
6;-0.09303;0.61946;0.56811;-0.15439;0.81465;6685;
7;-0.14362;0.75843;0.92695;-0.31128;0.91058;2935;
8;-0.22119;0.60838;0.49850;-0.18215;0.72561;3117;
9;-0.11343;0.61152;0.68403;-0.31535;0.54921;7425;
10;-0.16666;0.61424;0.52078;0.07809;0.81688;3735;
11;-0.09527;0.61395;0.52296;-0.22919;0.81686;6057;
12;-0.07632;0.62701;0.55253;-0.28965;0.83825;1430;
13;-0.02734;0.79304;0.74416;-0.36217;0.97860;1955;
14;-0.45324;0.69399;0.55623;-0.33003;0.71366;2147;
15;-0.38829;0.67938;0.48801;-0.49943;0.72342;4182;
16;-0.27105;0.58242;0.64166;-0.26185;0.65667;3245;
17;-0.07054;0.69716;0.74680;-0.35076;0.96504;10247;
18;-0.32410;0.66552;0.48892;-0.28385;0.58223;1547;
19;-0.14104;0.62620;0.51512;-0.27985;0.79908;4357;
20;-0.11181;0.62155;0.96736;-0.31483;0.50368;2080;
21;-0.41883;0.68676;0.58415;-0.33798;0.68782;1530;
22;-0.27669;0.60414;0.65603;-0.24393;0.64833;3655;
23;-0.35771;0.63565;0.50789;-0.21896;0.75330;6917;
24;0.16972;0.92342;0.56188;-0.36118;0.69156;1110;
25;-0.24820;0.61876;0.42958;-0.13759;0.62209;3065;
