0;-0.06894;0.63391;0.50112;-0.28771;0.70829;2217;
1;-0.38136;0.67782;0.48072;-0.28510;0.72446;2542;
2;-0.26415;0.60714;0.42453;-0.12906;0.79593;2285;
3;-0.08379;0.61390;0.52331;-0.27860;0.81686;6395;
4;0.02844;0.60539;0.50575;-0.51650;0.59464;1320;
5;-0.08484;0.60606;0.40257;-0.12222;0.63838;1050;
6;-0.17814;0.61429;0.52042;0.12750;0.81688;6235;
7;-0.25944;0.80364;0.68758;-0.24925;0.39551;6150;
8;-0.38435;0.91184;0.54776;-0.57353;0.70370;1547;
9;0.04501;0.84537;0.55384;-0.38021;0.66374;1887;
10;-0.15149;0.80187;0.98282;-0.33571;0.70127;3405;
11;-0.46018;0.69555;0.56352;-0.33437;0.71262;3742;
12;-0.15586;0.80421;0.63378;-0.50713;0.79062;1855;
13;-0.18197;0.81141;0.69167;-0.36806;0.57665;920;
14;-0.09124;0.60542;0.50607;-0.27876;0.72906;2632;
15;-0.08516;0.43603;0.51224;-0.12996;0.86397;4822;
16;-0.01987;0.72615;0.77337;-0.37322;1.00000;1965;
17;0.18567;0.93505;0.56692;-0.36971;0.68772;3760;
18;-0.19077;0.59722;0.89072;-0.30840;0.72661;1840;
19;-0.32172;0.55343;0.61509;-0.23938;0.79170;2200;
20;0.09299;0.83585;0.54592;-0.43801;0.63452;1695;
21;-0.07047;0.61276;0.75799;-0.36844;0.47888;2392;
22;-0.41337;0.72228;0.56784;-0.32446;0.75629;7992;
23;-0.16705;0.84431;0.68692;-0.39362;0.93526;1232;
24;-0.37497;0.60616;0.47634;-0.21365;0.81612;472;
25;-0.47151;0.69274;0.76580;-0.33269;0.74448;3182;
